slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
will-the-price-of-ethereum-be-less-than-4175-on-september-9-at-8pm-et,RESOLVED,No,"Will the price of Ethereum be less than $4,175 on September 9 at 8PM ET?",591821,True,2025-09-10T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-multistrike-4h-1758038400-4500,RESOLVED,No,"Will the price of Ethereum be above $4,500 on September 16 at 12PM ET?",600183,True,2025-09-16T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
wnba-dal-wsh-2025-06-22-moneyline,RESOLVED,Mystics,Wings vs Mystics,554603,True,2025-06-29T19:00:00Z,https://www.wnba.com/,
nba-chi-den-2025-03-24-total-233pt5,RESOLVED,Over,Over 233.5,530198,True,2025-04-01T01:00:00Z,https://www.nba.com/,
cbb-af-utst-2025-03-08,RESOLVED,Utah State,Air Force vs. Utah State,526971,True,2025-03-15T20:00:00Z,https://www.ncaa.com/,
will-elon-tweet-between-120-129-times-aug-30,RESOLVED,No,Will Elon tweet between 120-129 times?,505744,True,2024-08-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
russia-x-ukraine-prisoner-exchange-by-june-15,RESOLVED,Yes,Russia x Ukraine prisoner exchange by June 15?,549257,True,2025-06-15T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-up-or-down-15m-1759753800,RESOLVED,Down,"Bitcoin Up or Down - October 6, 8:30AM-8:45AM ET",623138,True,2025-10-06T12:45:00Z,https://data.chain.link/streams/btc-usd,
mlb-min-kc-2025-04-10,RESOLVED,Kansas City Royals,Minnesota Twins vs. Kansas City Royals,535839,True,2025-04-17T18:10:00Z,https://www.mlb.com/,
nfl-buf-nyj-2025-09-14,RESOLVED,Bills,Bills vs. Jets,589795,True,2025-09-21T17:00:00Z,https://www.nfl.com/,
nhl-chi-fla-2025-02-01,RESOLVED,Panthers,Blackhawks vs. Panthers,520253,True,2025-02-08T18:00:00Z,https://www.nhl.com/,
fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,RESOLVED,No,Fed decreases interest rates by 25 bps after July 2025 meeting?,528973,True,2025-07-30T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-greater-than-105k-on-may-31-at-5-pm-et,RESOLVED,No,Will the price of Bitcoin be greater than $105K on May 31 at 5 PM ET?,548510,True,2025-05-31T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-qianting-tang-chn-win-gold-in-womens-100m-breaststroke,RESOLVED,No,Will Qianting Tang (CHN) win Gold in Women's 100m Breaststroke?,503761,True,2024-07-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-rfk-during-north-carolina-rally-on-nov-3,RESOLVED,No,"Will Trump say ""RFK"" during North Carolina rally on Nov 3?",511769,True,2024-11-03T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-arkansas-win-the-2025-ncaa-tournament,RESOLVED,No,Will Arkansas win the 2025 NCAA Tournament?,520032,True,2025-04-07T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ufc-293-who-will-win-adesanya-or-strickland-2023-09-09,RESOLVED,Strickland,Adesanya vs. Strickland,252187,True,2023-09-04T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
cbb-joes-las-2025-03-08,RESOLVED,La Salle,St. Joseph's vs. La Salle,526898,True,2025-03-15T18:30:00Z,https://www.ncaa.com/,
cs2-500-vpprodigy-2025-10-06,RESOLVED,500,Counter-Strike: 500 vs VP.Prodigy (BO3),622281,True,2025-10-06T20:00:00Z,https://liquipedia.net/counterstrike/Main_Page,
btc-up-or-down-15m-1758645000,RESOLVED,Down,"Bitcoin Up or Down - September 23, 12:30PM-12:45PM ET",609510,True,2025-09-23T16:45:00Z,https://data.chain.link/streams/btc-usd,
btc-multistrike-4h-1758801600-114k,RESOLVED,No,"Will the price of Bitcoin be above $114,000 on September 25 at 8AM ET?",611935,True,2025-09-25T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-karolina-muchova-win-the-2025-wta-montreal-tournament,RESOLVED,No,Will Karolina Muchova win the 2025 WTA Montreal tournament?,568440,True,2025-08-08T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1756742400-108k,RESOLVED,Yes,"Will the price of Bitcoin be above $108,000 on September 1 at 12PM ET?",584961,True,2025-09-01T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
fda-approves-telix-pharmaceuticals-tlx250-cdx-for-kidney-cancer-imaging-by-august-31,RESOLVED,No,FDA approves Telix Pharmaceuticals’ TLX250-CDx for kidney cancer imaging?,569186,True,2025-08-27T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nba-bos-nyk-2025-05-16-total-206pt5,RESOLVED,Under,Over 206.5,545106,True,2025-05-24T00:00:00Z,https://www.nba.com/,
will-the-match-between-finland-and-greece-end-in-a-draw-nov-17,RESOLVED,No,Will the match between Finland and Greece end in a draw?,513250,True,2024-11-17T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-ethereum-be-between-3950-and-3975-on-september-25-at-8am-et,RESOLVED,No,"Will the price of Ethereum be between $3,950 and $3,975 on September 25 at 8AM ET?",611942,True,2025-09-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-warrior-during-west-point-commencement-on-may-24,RESOLVED,Yes,"Will Trump say ""Warrior"" during West Point Commencement on May 24?",546419,True,2025-05-24T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-elon-musks-net-worth-be-between-330b-and-340b-on-march-31,RESOLVED,No,Will Elon Musk's net worth be between $330b and $340b on March 31?,525896,True,2025-03-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-solana-be-greater-than-170-on-july-16,RESOLVED,No,Will the price of Solana be greater than $170 on July 16?,561570,True,2025-07-16T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1758643200-112k,RESOLVED,Yes,"Will the price of Bitcoin be above $112,000 on September 23 at 12PM ET?",609375,True,2025-09-23T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
ethereum-up-or-down-on-may-26,RESOLVED,Up,Ethereum Up or Down on May 26?,546851,True,2025-05-26T12:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-az-alkmaar-win-the-uefa-europa-league,RESOLVED,No,Will AZ Alkmaar win the UEFA Europa League?,507980,True,2025-05-21T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-collin-morikawa-win-the-2025-pga-championship,RESOLVED,No,Will Collin Morikawa win The 2025 PGA Championship?,525625,True,2025-05-18T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-between-113500-and-114k-on-september-12-at-8pm-et,RESOLVED,No,"Will the price of Bitcoin be between $113,500 and $114,000 on September 12 at 8PM ET?",595475,True,2025-09-13T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-drill-baby-drill-at-his-arizona-speech,RESOLVED,No,"Will Trump say ""drill baby drill"" at his Arizona speech?",505729,True,2024-08-23T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-arthur-fils-reach-the-quarterfinals-of-the-australian-open,RESOLVED,No,Will Arthur Fils reach the quarterfinals of the Australian Open?,518175,True,2025-01-20T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-hellen-obiri-ken-win-gold-in-the-womens-marathon,RESOLVED,No,Will Hellen Obiri (KEN) win gold in the Women’s Marathon?,504848,True,2024-08-11T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-lance-stroll-win-the-2025-f1-belgian-sprint-race,RESOLVED,No,Will Lance Stroll win the 2025 F1 Belgian Sprint Race?,567287,True,2025-07-26T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-timberwolves-beat-the-warriors-4-2,RESOLVED,No,Will the Timberwolves beat the Warriors 4-2?,541248,True,2025-05-20T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-price-of-bitcoin-be-greater-than-115k-on-august-29-at-4pm-et,RESOLVED,No,Will the price of Bitcoin be greater than $115K on August 29 at 4PM ET?,582691,True,2025-08-29T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1757844900,RESOLVED,Down,"Bitcoin Up or Down - September 14, 6:15AM-6:30AM ET",597382,True,2025-09-14T10:30:00Z,https://data.chain.link/streams/btc-usd,
btc-multistrike-4h-1758326400-116k,RESOLVED,No,"Will the price of Bitcoin be above $116,000 on September 19 at 8PM ET?",604385,True,2025-09-20T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
solana-up-or-down-august-9-11am-et,RESOLVED,Down,"Solana Up or Down - August 9, 11AM ET",573758,True,2025-08-09T16:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
cfb-charlt-sfl-2025-10-03-total-54pt5,RESOLVED,Over,O/U 54.5,617600,True,2025-10-03T23:00:00Z,https://www.ncaa.com/,
will-the-us-senate-pass-the-build-back-better-act-by-january-9,RESOLVED_UNKNOWN,,Will the US Senate pass the Build Back Better Act by January 9?,240037,True,2022-01-09T00:00:00Z,https://www.congress.gov/bill/117th-congress/house-bill/5376,no payout==1 found
will-taylor-pendrith-win-the-2025-genesis-scottish-open,RESOLVED,No,Will Taylor Pendrith win the 2025 Genesis Scottish Open?,560367,True,2025-07-13T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sol-multistrike-4h-1757404800-210,RESOLVED,Yes,Will the price of Solana be above $210 on September 9 at 4AM ET?,591181,True,2025-09-09T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-knicks-be-the-2022-23-nba-champion,RESOLVED,No,Will the Knicks be the 2022-23 NBA Champion?,250579,True,2023-06-17T00:00:00Z,https://www.nba.com/,
will-the-jaguars-draft-mason-graham,RESOLVED,No,Will the Jaguars draft Mason Graham?,517723,True,2025-04-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-usc-win-the-2025-college-football-playoff,RESOLVED,No,Will USC win the 2025 College Football Playoff?,505426,True,2025-01-20T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-uta-cha-2025-03-31-total-221pt5,RESOLVED,Under,Over 221.5,532558,True,2025-04-07T23:00:00Z,https://www.nba.com/,
blast-bounty-rare-atom-vs-astralis,RESOLVED,Astralis,BLAST Bounty: Rare Atom vs. Astralis,572247,True,2025-08-07T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
mlb-phi-hou-2025-06-24,RESOLVED,Astros,Phillies vs. Astros,554909,True,2025-07-02T00:10:00Z,https://www.mlb.com/,
brown-vs-dalby,RESOLVED,Brown,Brown vs. Dalby,537476,True,2025-04-27T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-furia-win-the-2025-rainbow-6-siege-world-cup,RESOLVED,No,Will FURIA win the 2025 Rainbow 6 Siege World Cup?,572864,True,2025-08-09T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-zaccharie-risacher-win-nba-rookie-of-the-year,RESOLVED,No,Will Zaccharie Risacher win NBA Rookie of the Year?,513949,True,2025-05-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-trump-say-god-3-or-more-times-during-georgia-rally-on-october-23,RESOLVED,Yes,"Will Trump say ""god"" 3 or more times during Georgia rally on October 23?",510293,True,2024-10-23T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
xrp-up-or-down-september-15-6pm-et,RESOLVED,Down,"XRP Up or Down - September 15, 6PM ET",595107,True,2025-09-15T23:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
nba-will-the-spurs-beat-the-hornets-by-more-than-3pt5-points-in-their-december-15-matchup,RESOLVED_UNKNOWN,,NBA: Will the Spurs beat the Hornets by more than 3.5 points in their December 15 matchup?,240052,True,2021-12-15T00:00:00Z,https://www.nba.com/games,no payout==1 found
will-williams-have-the-2nd-highest-constructor-score-at-the-2025-miami-grand-prix,RESOLVED,No,Will Williams have the 2nd highest Constructor score at the 2025 Miami Grand Prix?,538649,True,2025-05-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-july-7-10pm-et,RESOLVED,Down,"Solana Up or Down - July 7, 10PM ET",560016,True,2025-07-08T03:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
will-everton-vs-crystal-palace-end-in-a-draw,RESOLVED,No,Will Everton vs. Crystal Palace end in a draw?,507780,True,2024-09-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-multistrike-4h-1757275200-2pt76,RESOLVED,Yes,Will the price of XRP be above $2.76 on September 7 at 4PM ET?,589988,True,2025-09-07T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
cbb-wake-ncsu-2025-02-22,RESOLVED,NC State,Wake Forest vs. NC State,523902,True,2025-03-01T19:00:00Z,https://www.ncaa.com/,
solana-above-190-on-august-29,RESOLVED,Yes,Solana above $190 on August 29?,579960,True,2025-08-29T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-the-drake-ai-song-still-be-on-spotify-on-friday,RESOLVED,No,Will the Drake AI song still be on Spotify on Friday?,250258,True,2023-04-21T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
sol-multistrike-4h-1758988800-204,RESOLVED,No,Will the price of Solana be above $204 on September 27 at 12PM ET?,615607,True,2025-09-27T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
bitcoin-up-or-down-july-5-2pm-et,RESOLVED,Down,"Bitcoin Up or Down - July 5, 2PM ET",557201,True,2025-07-05T19:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
nhl-will-the-lightning-beat-the-senators-by-more-than-1pt5-goals-in-their-december-16-matchup,RESOLVED_UNKNOWN,,NHL: Will the Lightning beat the Senators by more than 1.5 goals in their December 16 matchup?,240063,True,2021-12-16T00:00:00Z,https://www.nhl.com/scores/,no payout==1 found
will-the-announcers-say-juggle-during-49ers-vs-rams-game-october-2,RESOLVED,No,"Will the announcers say ""Juggle"" during 49ers vs Rams game? (October 2)",619333,True,2025-10-02T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-trump-say-god-or-evil-7-times-during-9-11-memorial-event-987,RESOLVED,No,"Will Trump say ""God"" or ""Evil"" 7+ times during 9-11 memorial event?",592198,True,2025-09-11T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
eth-multistrike-4h-1756555200-4325,RESOLVED,Yes,"Will the price of Ethereum be above $4,325 on August 30 at 8AM ET?",583897,True,2025-08-30T12:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
nba-cha-tor-2025-04-09-total-215pt5,RESOLVED,Over,Over 215.5,535441,True,2025-04-16T23:30:00Z,https://www.nba.com/,
will-oh-mary-win-the-tony-for-best-play-2025,RESOLVED,No,"Will ""Oh, Mary!"" win the Tony for Best Play 2025?",546435,True,2025-06-08T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-phx-nyk-2025-04-06-total-227pt5,RESOLVED,Under,Over 227.5,534511,True,2025-04-13T23:00:00Z,https://www.nba.com/,
nfl-will-the-cardinals-beat-the-lions-by-more-than-13pt5-points-in-their-december-19-matchup,RESOLVED_UNKNOWN,,NFL: Will the Cardinals beat the Lions by more than 13.5 points in their December 19 matchup?,240071,True,2021-12-19T00:00:00Z,https://www.nfl.com/scores/,no payout==1 found
will-arjun-erigaisi-win-the-2025-norway-chess-tournament,RESOLVED,No,Will Arjun Erigaisi win the 2025 Norway Chess tournament?,541014,True,2025-06-06T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
sea-cag-par-2025-09-13-draw,RESOLVED,No,Will Cagliari vs. Parma end in a draw?,584277,True,2025-09-13T13:00:00Z,https://www.legaseriea.it/en,
will-a-candidate-from-another-party-win-louisiana-presidential-election,RESOLVED,No,Will a candidate from another party win Louisiana Presidential Election?,255128,True,2024-11-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-new-york-city-be-between-6970f-on-may-25,RESOLVED,No,Will the highest temperature in New York City be between 69–70°F on May 25?,546932,True,2025-05-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mairon-santos-vs-francis-marshall,RESOLVED,Santos,Mairon Santos vs. Francis Marshall,526689,True,2025-03-08T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-will-the-vikings-beat-the-bears-by-more-than-4pt5-points-in-their-december-20-matchup,RESOLVED_UNKNOWN,,NFL: Will the Vikings beat the Bears by more than 4.5 points in their December 20 matchup?,240079,True,2021-12-20T00:00:00Z,https://www.nfl.com/scores/,no payout==1 found
will-evan-bouchard-score-the-most-total-goals-in-the-nhl-stanley-cup-finals,RESOLVED,No,Will Evan Bouchard score the most total goals in the NHL Stanley Cup Finals?,548234,True,2025-06-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-henrik-stenson-win-the-2025-liv-golf-uk-tournament,RESOLVED,No,Will Henrik Stenson win the 2025 LIV Golf UK tournament?,563916,True,2025-07-27T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-nyk-ind-2025-05-31-spread-home-1pt5,RESOLVED,Pacers,Spread: Knicks (-1.5),548731,True,2025-06-08T00:00:00Z,https://www.nba.com/,
btc-multistrike-4h-1758441600-115k,RESOLVED,Yes,"Will the price of Bitcoin be above $115,000 on September 21 at 4AM ET?",605953,True,2025-09-21T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-highest-temperature-in-london-be-between-51-52f-on-february-5,RESOLVED,No,Will the highest temperature in London be between 51-52°F on February 5?,521750,True,2025-02-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-june-15-4-pm-et,RESOLVED,Down,"Bitcoin Up or Down - June 15, 4 PM ET",552241,True,2025-06-15T21:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
eth-up-or-down-15m-1759335300,RESOLVED,Down,"Ethereum Up or Down - October 1, 12:15PM-12:30PM ET",619120,True,2025-10-01T16:30:00Z,https://data.chain.link/streams/eth-usd,
xrp-up-or-down-july-4-7am-et,RESOLVED,Up,"XRP Up or Down - July 4, 7AM ET",558772,True,2025-07-04T12:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-team-clix-win-the-fncs-2025-global-championship,RESOLVED,No,Will Team Clix win the FNCS 2025 Global Championship?,586822,True,2025-09-07T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-texas-or-virginia-have-a-higher-7-day-covid-19-case-average-on-january-1,RESOLVED_UNKNOWN,,"Will Texas or Virginia have a higher 7-day COVID-19 case average on January 1, 2022?",240094,True,2022-01-08T00:00:00Z,https://covid.cdc.gov/covid-data-tracker/#trends_dailytrendscases,no payout==1 found
wta-li-vs-osorio-2025-09-24,RESOLVED,Osorio,China Open: Ann Li vs Camila Osorio,609124,True,2025-10-01T03:00:00Z,https://www.wtatennis.com/scores,
will-the-utah-jazz-win-the-western-conference,RESOLVED,No,Will the Utah Jazz win the Western Conference?,508829,True,2025-06-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
xrp-up-or-down-august-13-7pm-et,RESOLVED,Up,"XRP Up or Down - August 13, 7PM ET",574521,True,2025-08-14T00:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
mlb-bal-oak-2025-06-07,RESOLVED,Orioles,Orioles vs. Athletics,550219,True,2025-06-15T02:05:00Z,https://www.mlb.com/,
will-carlos-alcaraz-win-the-2022-us-open,RESOLVED_UNKNOWN,,Will Carlos Alcaraz win the 2022 US Open?,247203,True,2022-09-11T00:00:00Z,https://www.usopen.org/index.html,no payout==1 found
nba-den-min-2024-05-06,RESOLVED,Timberwolves,Denver Nuggets vs. Minnesota Timberwolves: Game 2,501418,True,2024-05-06T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
ethereum-up-or-down-august-24-7am-et,RESOLVED,Up,"Ethereum Up or Down - August 24, 7AM ET",579629,True,2025-08-24T12:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-jerome-powell-say-crypto-or-bitcoin-during-the-march-meeting1,RESOLVED,No,"Will Jerome Powell say ""Crypto"" or ""Bitcoin"" during the March meeting?",521330,True,2025-03-19T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
epl-new-eve-2025-05-25-new,RESOLVED,No,Will Newcastle win on 2025-05-25?,543516,True,2025-05-25T15:00:00Z,https://www.premierleague.com/,
eth-up-or-down-15m-1758722400,RESOLVED,Up,"Ethereum Up or Down - September 24, 10:00AM-10:15AM ET",611007,True,2025-09-24T14:15:00Z,https://data.chain.link/streams/eth-usd,
nba-will-the-celtics-beat-the-cavaliers-by-more-than-5pt5-points-in-their-december-22-matchup,RESOLVED_UNKNOWN,,NBA: Will the Celtics beat the Cavaliers by more than 5.5 points in their December 22 matchup?,240134,True,2021-12-22T00:00:00Z,https://www.nba.com/games,no payout==1 found
bitcoin-up-or-down-september-15-3am-et,RESOLVED,Down,"Bitcoin Up or Down - September 15, 3AM ET",594860,True,2025-09-15T08:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-trump-say-ai-artificial-intelligence-during-his-250th-army-anniversary-remarks-on-june-14,RESOLVED,No,"Will Trump say ""AI / Artificial Intelligence"" during his 250th Army Anniversary remarks on June 14?",551753,True,2025-06-14T10:30:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
ethereum-up-or-down-august-19-11am-et,RESOLVED,Up,"Ethereum Up or Down - August 19, 11AM ET",576543,True,2025-08-19T16:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
ethereum-up-or-down-august-7-7pm-et,RESOLVED,Down,"Ethereum Up or Down - August 7, 7PM ET",572327,True,2025-08-08T00:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
cfb-ill-ind-2025-09-20-spread-home-6pt5,RESOLVED,Indiana,Spread: Indiana (-6.5),605123,True,2025-09-20T23:30:00Z,https://www.ncaa.com/,
